sent_ind,cve_sent_ind,token,pos,tag,dep,label,pred_y
CVE-2013-0434,3,the,DET,DT,det,O,O
CVE-2013-0434,3,JAXP,PROPN,NNP,compound,O,O
CVE-2013-0434,3,FuncSystemProperty,NOUN,NN,compound,O,O
CVE-2013-0434,3,class,NOUN,NN,pobj,O,O
CVE-2013-0434,3,",",PUNCT,",",punct,O,O
CVE-2013-0434,3,which,DET,WDT,nsubj,O,O
CVE-2013-0434,3,allows,VERB,VBZ,relcl,O,O
CVE-2013-0434,3,remote,ADJ,JJ,amod,O,O
CVE-2013-0434,3,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-0434,3,to,PART,TO,aux,O,O
CVE-2013-0434,3,obtain,VERB,VB,ccomp,O,O
CVE-2013-0434,3,sensitive,ADJ,JJ,amod,O,O
CVE-2013-0434,3,information,NOUN,NN,dobj,O,O
CVE-2013-0434,3,.,PUNCT,.,punct,O,O
CVE-2013-2384,0,Unspecified,ADJ,JJ,amod,O,O
CVE-2013-2384,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2013-2384,0,in,ADP,IN,prep,O,O
CVE-2013-2384,0,the,DET,DT,det,O,O
CVE-2013-2384,0,Java,PROPN,NNP,compound,pn,O
CVE-2013-2384,0,Runtime,PROPN,NNP,compound,pn,O
CVE-2013-2384,0,Environment,PROPN,NNP,nmod,pn,O
CVE-2013-2384,0,(,PUNCT,-LRB-,punct,O,O
CVE-2013-2384,0,JRE,PROPN,NNP,nmod,pn,pn
CVE-2013-2384,0,),PUNCT,-RRB-,punct,O,O
CVE-2013-2384,0,component,NOUN,NN,pobj,O,O
CVE-2013-2384,0,in,ADP,IN,prep,O,O
CVE-2013-2384,0,Oracle,PROPN,NNP,compound,O,O
CVE-2013-2384,0,Java,PROPN,NNP,compound,O,O
CVE-2013-2384,0,SE,PROPN,NNP,nmod,O,O
CVE-2013-2384,0,7,NUM,CD,nummod,vre,vre
CVE-2013-2384,0,Update,PROPN,NNP,pobj,update,update
CVE-2013-2384,0,17,NUM,CD,nummod,update,update
CVE-2013-2384,0,and,CCONJ,CC,cc,=,=
CVE-2013-2384,0,earlier,ADJ,JJR,conj,<,<
CVE-2013-2384,0,",",PUNCT,",",punct,sp,sp
CVE-2013-2384,0,6,NUM,CD,nummod,vre,vre
CVE-2013-2384,0,Update,PROPN,NNP,conj,update,update
CVE-2013-2384,0,43,NUM,CD,nummod,update,update
CVE-2013-2384,0,and,CCONJ,CC,cc,=,=
CVE-2013-2384,0,earlier,ADV,RBR,conj,<,<
CVE-2013-2384,0,",",PUNCT,",",punct,sp,sp
CVE-2013-2384,0,and,CCONJ,CC,cc,sp,sp
CVE-2013-2384,0,5,NUM,CD,nummod,vre,vre
CVE-2013-2384,0,Update,NOUN,NN,conj,update,update
CVE-2013-2384,0,41,NUM,CD,nummod,update,update
CVE-2013-2384,0,and,CCONJ,CC,cc,=,=
CVE-2013-2384,0,earlier,ADV,RBR,conj,<,<
CVE-2013-2384,0,;,PUNCT,:,punct,sp,sp
CVE-2013-2384,0,and,CCONJ,CC,cc,sp,O
CVE-2013-2384,0,OpenJDK,PROPN,NNP,conj,pn,O
CVE-2013-2384,0,6,NUM,CD,nummod,version,O
CVE-2013-2384,0,and,CCONJ,CC,cc,sp,O
CVE-2013-2384,0,7,NUM,CD,conj,version,O
CVE-2013-2384,0,;,PUNCT,:,punct,O,O
CVE-2013-2384,0,allows,VERB,VBZ,ROOT,O,O
CVE-2013-2384,0,remote,ADJ,JJ,amod,O,O
CVE-2013-2384,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-2384,0,to,PART,TO,aux,O,O
CVE-2013-2384,0,affect,VERB,VB,ccomp,O,O
CVE-2013-2384,0,confidentiality,NOUN,NN,dobj,O,O
CVE-2013-2384,0,",",PUNCT,",",punct,O,O
CVE-2013-2384,0,integrity,NOUN,NN,conj,O,O
CVE-2013-2384,0,",",PUNCT,",",punct,O,O
CVE-2013-2384,0,and,CCONJ,CC,cc,O,O
CVE-2013-2384,0,availability,NOUN,NN,conj,O,O
CVE-2013-2384,0,via,ADP,IN,prep,O,O
CVE-2013-2384,0,unknown,ADJ,JJ,amod,O,O
CVE-2013-2384,0,vectors,NOUN,NNS,pobj,O,O
CVE-2013-2384,0,related,VERB,VBN,acl,O,O
CVE-2013-2384,0,to,ADP,IN,prep,O,O
CVE-2013-2384,0,2D,NOUN,NN,pobj,O,O
CVE-2013-2384,0,",",PUNCT,",",punct,O,O
CVE-2013-2384,0,a,DET,DT,det,O,O
CVE-2013-2384,0,different,ADJ,JJ,amod,O,O
CVE-2013-2384,0,vulnerability,NOUN,NN,appos,O,O
CVE-2013-2384,0,than,ADP,IN,prep,O,O
CVE-2013-2384,0,CVE-2013,NOUN,NN,compound,O,O
CVE-2013-2384,0,-,PUNCT,HYPH,punct,O,O
CVE-2013-2384,0,1569,NUM,CD,pobj,O,O
CVE-2013-2384,0,",",PUNCT,",",punct,O,O
CVE-2013-2384,0,CVE-2013,NOUN,NN,compound,O,O
CVE-2013-2384,0,-,PUNCT,HYPH,punct,O,O
CVE-2013-2384,0,2383,NUM,CD,conj,O,O
CVE-2013-2384,0,",",PUNCT,",",punct,O,O
CVE-2013-2384,0,and,CCONJ,CC,cc,O,O
CVE-2013-2384,0,CVE-2013,PROPN,NNP,compound,O,O
CVE-2013-2384,0,-,PUNCT,HYPH,punct,O,O
CVE-2013-2384,0,2420,NUM,CD,conj,O,O
CVE-2013-2384,0,.,PUNCT,.,punct,O,O
CVE-2013-2384,1,NOTE,NOUN,NN,ROOT,O,O
CVE-2013-2384,1,:,PUNCT,:,punct,O,O
CVE-2013-2384,2,the,DET,DT,det,O,O
CVE-2013-2384,2,previous,ADJ,JJ,amod,O,O
CVE-2013-2384,2,information,NOUN,NN,nsubj,O,O
CVE-2013-2384,2,is,VERB,VBZ,ROOT,O,O
CVE-2013-2384,2,from,ADP,IN,prep,O,O
CVE-2013-2384,2,the,DET,DT,det,O,O
CVE-2013-2384,2,April,PROPN,NNP,nmod,O,O
CVE-2013-2384,2,2013,NUM,CD,nummod,O,O
CVE-2013-2384,2,CPU,PROPN,NNP,pobj,O,O
CVE-2013-2384,2,.,PUNCT,.,punct,O,O
CVE-2013-2384,3,Oracle,PROPN,NNP,nsubj,O,O
CVE-2013-2384,3,has,VERB,VBZ,aux,O,O
CVE-2013-2384,3,not,ADV,RB,neg,O,O
CVE-2013-2384,3,commented,VERB,VBN,ROOT,O,O
CVE-2013-2384,3,on,ADP,IN,prep,O,O
CVE-2013-2384,3,claims,NOUN,NNS,pobj,O,O
CVE-2013-2384,3,from,ADP,IN,prep,O,O
CVE-2013-2384,3,another,DET,DT,det,O,O
CVE-2013-2384,3,vendor,NOUN,NN,pobj,O,O
CVE-2013-2384,3,that,ADP,IN,mark,O,O
CVE-2013-2384,3,this,DET,DT,det,O,O
CVE-2013-2384,3,issue,NOUN,NN,nsubjpass,O,O
CVE-2013-2384,3,is,VERB,VBZ,auxpass,O,O
CVE-2013-2384,3,related,VERB,VBN,acl,O,O
CVE-2013-2384,3,to,ADP,IN,prep,O,O
CVE-2013-2384,3,"""",PUNCT,``,punct,O,O
CVE-2013-2384,3,font,ADJ,JJ,amod,O,O
CVE-2013-2384,3,layout,NOUN,NN,pobj,O,O
CVE-2013-2384,3,"""",PUNCT,'',punct,O,O
CVE-2013-2384,3,in,ADP,IN,prep,O,O
CVE-2013-2384,3,the,DET,DT,det,O,O
CVE-2013-2384,3,International,PROPN,NNP,compound,O,O
CVE-2013-2384,3,Components,PROPN,NNP,pobj,O,O
CVE-2013-2384,3,for,ADP,IN,prep,O,O
CVE-2013-2384,3,Unicode,PROPN,NNP,pobj,O,O
CVE-2013-2384,3,(,PUNCT,-LRB-,punct,O,O
CVE-2013-2384,3,ICU,PROPN,NNP,nmod,O,O
CVE-2013-2384,3,),PUNCT,-RRB-,punct,O,O
CVE-2013-2384,3,Layout,PROPN,NNP,compound,O,O
CVE-2013-2384,3,Engine,PROPN,NNP,appos,O,O
CVE-2013-2384,3,before,ADP,IN,prep,O,<
CVE-2013-2384,3,51.2,NUM,CD,pobj,O,vre
CVE-2013-2384,3,.,PUNCT,.,punct,O,O
CVE-2013-2417,0,Unspecified,ADJ,JJ,amod,O,O
CVE-2013-2417,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2013-2417,0,in,ADP,IN,prep,O,O
CVE-2013-2417,0,the,DET,DT,det,O,O
CVE-2013-2417,0,Java,PROPN,NNP,compound,pn,O
CVE-2013-2417,0,Runtime,PROPN,NNP,compound,pn,O
CVE-2013-2417,0,Environment,PROPN,NNP,nmod,pn,O
CVE-2013-2417,0,(,PUNCT,-LRB-,punct,O,O
CVE-2013-2417,0,JRE,PROPN,NNP,nmod,pn,pn
CVE-2013-2417,0,),PUNCT,-RRB-,punct,O,O
CVE-2013-2417,0,component,NOUN,NN,pobj,O,O
CVE-2013-2417,0,in,ADP,IN,prep,O,O
CVE-2013-2417,0,Oracle,PROPN,NNP,compound,O,O
CVE-2013-2417,0,Java,PROPN,NNP,compound,O,O
CVE-2013-2417,0,SE,PROPN,NNP,nmod,O,O
CVE-2013-2417,0,7,NUM,CD,nummod,vre,vre
CVE-2013-2417,0,Update,PROPN,NNP,pobj,update,update
CVE-2013-2417,0,17,NUM,CD,nummod,update,update
CVE-2013-2417,0,and,CCONJ,CC,cc,=,=
CVE-2013-2417,0,earlier,ADJ,JJR,conj,<,<
CVE-2013-2417,0,",",PUNCT,",",punct,sp,sp
CVE-2013-2417,0,6,NUM,CD,nummod,vre,vre
CVE-2013-2417,0,Update,PROPN,NNP,conj,update,update
CVE-2013-2417,0,43,NUM,CD,nummod,update,update
CVE-2013-2417,0,and,CCONJ,CC,cc,=,=
CVE-2013-2417,0,earlier,ADV,RBR,conj,<,<
CVE-2013-2417,0,",",PUNCT,",",punct,sp,sp
CVE-2013-2417,0,and,CCONJ,CC,cc,sp,sp
CVE-2013-2417,0,5,NUM,CD,nummod,vre,vre
CVE-2013-2417,0,Update,NOUN,NN,conj,update,update
CVE-2013-2417,0,41,NUM,CD,nummod,update,update
CVE-2013-2417,0,and,CCONJ,CC,cc,=,=
CVE-2013-2417,0,earlier,ADV,RBR,conj,<,<
CVE-2013-2417,0,;,PUNCT,:,punct,sp,sp
CVE-2013-2417,0,and,CCONJ,CC,cc,sp,O
CVE-2013-2417,0,OpenJDK,PROPN,NNP,conj,pn,O
CVE-2013-2417,0,6,NUM,CD,nummod,version,O
CVE-2013-2417,0,and,CCONJ,CC,cc,sp,O
CVE-2013-2417,0,7,NUM,CD,conj,version,O
CVE-2013-2417,0,;,PUNCT,:,punct,O,O
CVE-2013-2417,0,allows,VERB,VBZ,ROOT,O,O
CVE-2013-2417,0,remote,ADJ,JJ,amod,O,O
CVE-2013-2417,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-2417,0,to,PART,TO,aux,O,O
CVE-2013-2417,0,affect,VERB,VB,ccomp,O,O
CVE-2013-2417,0,availability,NOUN,NN,dobj,O,O
CVE-2013-2417,0,via,ADP,IN,prep,O,O
CVE-2013-2417,0,unknown,ADJ,JJ,amod,O,O
CVE-2013-2417,0,vectors,NOUN,NNS,pobj,O,O
CVE-2013-2417,0,related,VERB,VBN,acl,O,O
CVE-2013-2417,0,to,ADP,IN,prep,O,O
CVE-2013-2417,0,Networking,PROPN,NNP,pobj,O,O
CVE-2013-2417,0,.,PUNCT,.,punct,O,O
CVE-2013-2417,1,NOTE,NOUN,NN,ROOT,O,O
CVE-2013-2417,1,:,PUNCT,:,punct,O,O
CVE-2013-2417,2,the,DET,DT,det,O,O
CVE-2013-2417,2,previous,ADJ,JJ,amod,O,O
CVE-2013-2417,2,information,NOUN,NN,nsubj,O,O
CVE-2013-2417,2,is,VERB,VBZ,ROOT,O,O
CVE-2013-2417,2,from,ADP,IN,prep,O,O
CVE-2013-2417,2,the,DET,DT,det,O,O
CVE-2013-2417,2,April,PROPN,NNP,nmod,O,O
CVE-2013-2417,2,2013,NUM,CD,nummod,O,O
CVE-2013-2417,2,CPU,PROPN,NNP,pobj,O,O
CVE-2013-2417,2,.,PUNCT,.,punct,O,O
CVE-2013-2417,3,Oracle,PROPN,NNP,nsubj,O,O
CVE-2013-2417,3,has,VERB,VBZ,aux,O,O
CVE-2013-2417,3,not,ADV,RB,neg,O,O
CVE-2013-2417,3,commented,VERB,VBN,ROOT,O,O
CVE-2013-2417,3,on,ADP,IN,prep,O,O
CVE-2013-2417,3,claims,NOUN,NNS,pobj,O,O
CVE-2013-2417,3,from,ADP,IN,prep,O,O
CVE-2013-2417,3,another,DET,DT,det,O,O
CVE-2013-2417,3,vendor,NOUN,NN,pobj,O,O
CVE-2013-2417,3,that,ADP,IN,mark,O,O
CVE-2013-2417,3,this,DET,DT,det,O,O
CVE-2013-2417,3,issue,NOUN,NN,nsubjpass,O,O
CVE-2013-2417,3,is,VERB,VBZ,auxpass,O,O
CVE-2013-2417,3,related,VERB,VBN,acl,O,O
CVE-2013-2417,3,to,ADP,IN,prep,O,O
CVE-2013-2417,3,an,DET,DT,det,O,O
CVE-2013-2417,3,information,NOUN,NN,compound,O,O
CVE-2013-2417,3,leak,NOUN,NN,pobj,O,O
CVE-2013-2417,3,involving,VERB,VBG,acl,O,O
CVE-2013-2417,3,InetAddress,PROPN,NNP,compound,O,O
CVE-2013-2417,3,serialization,NOUN,NN,dobj,O,O
CVE-2013-2417,3,.,PUNCT,.,punct,O,O
CVE-2013-2417,4,CVE,PROPN,NNP,nsubj,O,O
CVE-2013-2417,4,has,VERB,VBZ,aux,O,O
CVE-2013-2417,4,not,ADV,RB,neg,O,O
CVE-2013-2417,4,investigated,VERB,VBN,ROOT,O,O
CVE-2013-2417,4,the,DET,DT,det,O,O
CVE-2013-2417,4,apparent,ADJ,JJ,amod,O,O
CVE-2013-2417,4,discrepancy,NOUN,NN,dobj,O,O
CVE-2013-2417,4,between,ADP,IN,prep,O,O
CVE-2013-2417,4,vendor,NOUN,NN,compound,O,O
CVE-2013-2417,4,reports,NOUN,NNS,pobj,O,O
CVE-2013-2417,4,regarding,VERB,VBG,prep,O,O
CVE-2013-2417,4,the,DET,DT,det,O,O
CVE-2013-2417,4,impact,NOUN,NN,pobj,O,O
CVE-2013-2417,4,of,ADP,IN,prep,O,O
CVE-2013-2417,4,this,DET,DT,det,O,O
CVE-2013-2417,4,issue,NOUN,NN,pobj,O,O
CVE-2013-2417,4,.,PUNCT,.,punct,O,O
CVE-2013-2422,0,Unspecified,ADJ,JJ,amod,O,O
CVE-2013-2422,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2013-2422,0,in,ADP,IN,prep,O,O
CVE-2013-2422,0,the,DET,DT,det,O,O
CVE-2013-2422,0,Java,PROPN,NNP,compound,pn,O
CVE-2013-2422,0,Runtime,PROPN,NNP,compound,pn,O
CVE-2013-2422,0,Environment,PROPN,NNP,nmod,pn,O
CVE-2013-2422,0,(,PUNCT,-LRB-,punct,O,O
CVE-2013-2422,0,JRE,PROPN,NNP,nmod,pn,pn
CVE-2013-2422,0,),PUNCT,-RRB-,punct,O,O
CVE-2013-2422,0,component,NOUN,NN,pobj,O,O
CVE-2013-2422,0,in,ADP,IN,prep,O,O
CVE-2013-2422,0,Oracle,PROPN,NNP,compound,O,O
CVE-2013-2422,0,Java,PROPN,NNP,compound,O,O
CVE-2013-2422,0,SE,PROPN,NNP,nmod,O,O
CVE-2013-2422,0,7,NUM,CD,nummod,vre,vre
CVE-2013-2422,0,Update,PROPN,NNP,pobj,update,update
CVE-2013-2422,0,17,NUM,CD,nummod,update,update
CVE-2013-2422,0,and,CCONJ,CC,cc,=,=
CVE-2013-2422,0,earlier,ADJ,JJR,conj,<,<
CVE-2013-2422,0,and,CCONJ,CC,cc,sp,sp
CVE-2013-2422,0,6,NUM,CD,nummod,vre,vre
CVE-2013-2422,0,Update,PROPN,NNP,conj,update,update
CVE-2013-2422,0,43,NUM,CD,nummod,update,update
CVE-2013-2422,0,and,CCONJ,CC,cc,=,=
CVE-2013-2422,0,earlier,ADV,RBR,conj,<,<
CVE-2013-2422,0,;,PUNCT,:,punct,sp,O
CVE-2013-2422,0,and,CCONJ,CC,cc,sp,O
CVE-2013-2422,0,OpenJDK,PROPN,NNP,conj,pn,O
CVE-2013-2422,0,6,NUM,CD,nummod,version,O
CVE-2013-2422,0,and,CCONJ,CC,cc,sp,O
CVE-2013-2422,0,7,NUM,CD,conj,version,O
CVE-2013-2422,0,;,PUNCT,:,punct,O,O
CVE-2013-2422,0,allows,VERB,VBZ,ROOT,O,O
CVE-2013-2422,0,remote,ADJ,JJ,amod,O,O
CVE-2013-2422,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-2422,0,to,PART,TO,aux,O,O
CVE-2013-2422,0,affect,VERB,VB,ccomp,O,O
CVE-2013-2422,0,confidentiality,NOUN,NN,dobj,O,O
CVE-2013-2422,0,",",PUNCT,",",punct,O,O
CVE-2013-2422,0,integrity,NOUN,NN,conj,O,O
CVE-2013-2422,0,",",PUNCT,",",punct,O,O
CVE-2013-2422,0,and,CCONJ,CC,cc,O,O
CVE-2013-2422,0,availability,NOUN,NN,conj,O,O
CVE-2013-2422,0,via,ADP,IN,prep,O,O
CVE-2013-2422,0,unknown,ADJ,JJ,amod,O,O
CVE-2013-2422,0,vectors,NOUN,NNS,pobj,O,O
CVE-2013-2422,0,related,VERB,VBN,acl,O,O
CVE-2013-2422,0,to,ADP,IN,prep,O,O
CVE-2013-2422,0,Libraries,NOUN,NNS,pobj,O,O
CVE-2013-2422,0,.,PUNCT,.,punct,O,O
CVE-2013-2422,1,NOTE,NOUN,NN,ROOT,O,O
CVE-2013-2422,1,:,PUNCT,:,punct,O,O
CVE-2013-2422,2,the,DET,DT,det,O,O
CVE-2013-2422,2,previous,ADJ,JJ,amod,O,O
CVE-2013-2422,2,information,NOUN,NN,nsubj,O,O
CVE-2013-2422,2,is,VERB,VBZ,ROOT,O,O
CVE-2013-2422,2,from,ADP,IN,prep,O,O
CVE-2013-2422,2,the,DET,DT,det,O,O
CVE-2013-2422,2,April,PROPN,NNP,nmod,O,O
CVE-2013-2422,2,2013,NUM,CD,nummod,O,O
CVE-2013-2422,2,CPU,PROPN,NNP,pobj,O,O
CVE-2013-2422,2,.,PUNCT,.,punct,O,O
CVE-2013-2422,3,Oracle,PROPN,NNP,nsubj,O,O
CVE-2013-2422,3,has,VERB,VBZ,aux,O,O
CVE-2013-2422,3,not,ADV,RB,neg,O,O
CVE-2013-2422,3,commented,VERB,VBN,ROOT,O,O
CVE-2013-2422,3,on,ADP,IN,prep,O,O
CVE-2013-2422,3,claims,NOUN,NNS,pobj,O,O
CVE-2013-2422,3,from,ADP,IN,prep,O,O
CVE-2013-2422,3,another,DET,DT,det,O,O
CVE-2013-2422,3,vendor,NOUN,NN,pobj,O,O
CVE-2013-2422,3,that,ADP,IN,mark,O,O
CVE-2013-2422,3,this,DET,DT,det,O,O
CVE-2013-2422,3,issue,NOUN,NN,nsubjpass,O,O
CVE-2013-2422,3,is,VERB,VBZ,auxpass,O,O
CVE-2013-2422,3,related,VERB,VBN,acl,O,O
CVE-2013-2422,3,to,ADP,IN,prep,O,O
CVE-2013-2422,3,improper,ADJ,JJ,amod,O,O
CVE-2013-2422,3,method,NOUN,NN,compound,O,O
CVE-2013-2422,3,-,PUNCT,HYPH,punct,O,O
CVE-2013-2422,3,invocation,NOUN,NN,compound,O,O
CVE-2013-2422,3,restrictions,NOUN,NNS,pobj,O,O
CVE-2013-2422,3,by,ADP,IN,prep,O,O
CVE-2013-2422,3,the,DET,DT,det,O,O
CVE-2013-2422,3,MethodUtil,PROPN,NNP,compound,O,O
CVE-2013-2422,3,trampoline,NOUN,NN,compound,O,O
CVE-2013-2422,3,class,NOUN,NN,pobj,O,O
CVE-2013-2422,3,",",PUNCT,",",punct,O,O
CVE-2013-2422,3,which,DET,WDT,nsubj,O,O
CVE-2013-2422,3,allows,VERB,VBZ,relcl,O,O
CVE-2013-2422,3,remote,ADJ,JJ,amod,O,O
CVE-2013-2422,3,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-2422,3,to,PART,TO,aux,O,O
CVE-2013-2422,3,bypass,VERB,VB,ccomp,O,O
CVE-2013-2422,3,the,DET,DT,det,O,O
CVE-2013-2422,3,Java,PROPN,NNP,compound,O,O
CVE-2013-2422,3,sandbox,NOUN,NN,dobj,O,O
CVE-2013-2422,3,.,PUNCT,.,punct,O,O
CVE-2013-2423,0,Unspecified,ADJ,JJ,amod,O,O
CVE-2013-2423,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2013-2423,0,in,ADP,IN,prep,O,O
CVE-2013-2423,0,the,DET,DT,det,O,O
CVE-2013-2423,0,Java,PROPN,NNP,compound,pn,O
CVE-2013-2423,0,Runtime,PROPN,NNP,compound,pn,O
CVE-2013-2423,0,Environment,PROPN,NNP,nmod,pn,O
CVE-2013-2423,0,(,PUNCT,-LRB-,punct,O,O
CVE-2013-2423,0,JRE,PROPN,NNP,nmod,pn,pn
CVE-2013-2423,0,),PUNCT,-RRB-,punct,O,O
CVE-2013-2423,0,component,NOUN,NN,pobj,O,O
CVE-2013-2423,0,in,ADP,IN,prep,O,O
CVE-2013-2423,0,Oracle,PROPN,NNP,compound,O,O
CVE-2013-2423,0,Java,PROPN,NNP,compound,O,O
CVE-2013-2423,0,SE,PROPN,NNP,nmod,O,O
CVE-2013-2423,0,7,NUM,CD,nummod,vre,vre
CVE-2013-2423,0,Update,PROPN,NNP,pobj,update,update
CVE-2013-2423,0,17,NUM,CD,nummod,update,update
CVE-2013-2423,0,and,CCONJ,CC,cc,=,=
CVE-2013-2423,0,earlier,ADV,RBR,conj,<,<
CVE-2013-2423,0,",",PUNCT,",",punct,sp,sp
CVE-2013-2423,0,and,CCONJ,CC,cc,sp,sp
CVE-2013-2423,0,OpenJDK,PROPN,NNP,conj,pn,O
CVE-2013-2423,0,7,NUM,CD,nummod,version,O
CVE-2013-2423,0,",",PUNCT,",",punct,O,O
CVE-2013-2423,0,allows,VERB,VBZ,ROOT,O,O
CVE-2013-2423,0,remote,ADJ,JJ,amod,O,O
CVE-2013-2423,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-2423,0,to,PART,TO,aux,O,O
CVE-2013-2423,0,affect,VERB,VB,ccomp,O,O
CVE-2013-2423,0,integrity,NOUN,NN,dobj,O,O
CVE-2013-2423,0,via,ADP,IN,prep,O,O
CVE-2013-2423,0,unknown,ADJ,JJ,amod,O,O
CVE-2013-2423,0,vectors,NOUN,NNS,pobj,O,O
CVE-2013-2423,0,related,VERB,VBN,acl,O,O
CVE-2013-2423,0,to,ADP,IN,prep,O,O
CVE-2013-2423,0,HotSpot,NOUN,NN,pobj,O,O
CVE-2013-2423,0,.,PUNCT,.,punct,O,O
CVE-2013-2423,1,NOTE,NOUN,NN,ROOT,O,O
CVE-2013-2423,1,:,PUNCT,:,punct,O,O
CVE-2013-2423,2,the,DET,DT,det,O,O
CVE-2013-2423,2,previous,ADJ,JJ,amod,O,O
CVE-2013-2423,2,information,NOUN,NN,nsubj,O,O
CVE-2013-2423,2,is,VERB,VBZ,ROOT,O,O
CVE-2013-2423,2,from,ADP,IN,prep,O,O
CVE-2013-2423,2,the,DET,DT,det,O,O
CVE-2013-2423,2,April,PROPN,NNP,nmod,O,O
CVE-2013-2423,2,2013,NUM,CD,nummod,O,O
CVE-2013-2423,2,CPU,PROPN,NNP,pobj,O,O
CVE-2013-2423,2,.,PUNCT,.,punct,O,O
CVE-2013-2423,3,Oracle,PROPN,NNP,nsubj,O,O
CVE-2013-2423,3,has,VERB,VBZ,aux,O,O
CVE-2013-2423,3,not,ADV,RB,neg,O,O
CVE-2013-2423,3,commented,VERB,VBN,ROOT,O,O
CVE-2013-2423,3,on,ADP,IN,prep,O,O
CVE-2013-2423,3,claims,NOUN,NNS,pobj,O,O
CVE-2013-2423,3,from,ADP,IN,prep,O,O
CVE-2013-2423,3,the,DET,DT,det,O,O
CVE-2013-2423,3,original,ADJ,JJ,amod,O,O
CVE-2013-2423,3,researcher,NOUN,NN,pobj,O,O
CVE-2013-2423,3,that,ADP,IN,mark,O,O
CVE-2013-2423,3,this,DET,DT,det,O,O
CVE-2013-2423,3,vulnerability,NOUN,NN,nsubj,O,O
CVE-2013-2423,3,allows,VERB,VBZ,acl,O,O
CVE-2013-2423,3,remote,ADJ,JJ,amod,O,O
CVE-2013-2423,3,attackers,NOUN,NNS,nsubj,O,O
CVE-2013-2423,3,to,PART,TO,aux,O,O
CVE-2013-2423,3,bypass,VERB,VB,ccomp,O,O
CVE-2013-2423,3,permission,NOUN,NN,compound,O,O
CVE-2013-2423,3,checks,NOUN,NNS,dobj,O,O
CVE-2013-2423,3,by,ADP,IN,prep,O,O
CVE-2013-2423,3,the,DET,DT,det,O,O
CVE-2013-2423,3,MethodHandles,PROPN,NNP,compound,O,O
CVE-2013-2423,3,method,NOUN,NN,pobj,O,O
CVE-2013-2423,3,and,CCONJ,CC,cc,O,O
CVE-2013-2423,3,modify,VERB,VB,conj,O,O
CVE-2013-2423,3,arbitrary,ADJ,JJ,amod,O,O
CVE-2013-2423,3,public,ADJ,JJ,amod,O,O
CVE-2013-2423,3,final,ADJ,JJ,amod,O,O
CVE-2013-2423,3,fields,NOUN,NNS,dobj,O,O
CVE-2013-2423,3,using,VERB,VBG,acl,O,O
CVE-2013-2423,3,reflection,NOUN,NN,nmod,O,O
CVE-2013-2423,3,and,CCONJ,CC,cc,O,O
CVE-2013-2423,3,type,NOUN,NN,conj,O,O
CVE-2013-2423,3,confusion,NOUN,NN,dobj,O,O
CVE-2013-2423,3,",",PUNCT,",",punct,O,O
CVE-2013-2423,3,as,ADP,IN,mark,O,O
CVE-2013-2423,3,demonstrated,VERB,VBN,advcl,O,O
CVE-2013-2423,3,using,VERB,VBG,xcomp,O,O
CVE-2013-2423,3,integer,NOUN,NN,amod,O,O
CVE-2013-2423,3,and,CCONJ,CC,cc,O,O
CVE-2013-2423,3,double,ADJ,JJ,conj,O,O
CVE-2013-2423,3,fields,NOUN,NNS,dobj,O,O
CVE-2013-2423,3,to,PART,TO,aux,O,O
CVE-2013-2423,3,disable,VERB,VB,xcomp,O,O
CVE-2013-2423,3,the,DET,DT,det,O,O
CVE-2013-2423,3,security,NOUN,NN,compound,O,O
CVE-2013-2423,3,manager,NOUN,NN,dobj,O,O
CVE-2013-2423,3,.,PUNCT,.,punct,O,O
CVE-2013-2429,0,Unspecified,ADJ,JJ,amod,O,O
CVE-2013-2429,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2013-2429,0,in,ADP,IN,prep,O,O
CVE-2013-2429,0,the,DET,DT,det,O,O
CVE-2013-2429,0,Java,PROPN,NNP,compound,pn,O
CVE-2013-2429,0,Runtime,PROPN,NNP,compound,pn,O
CVE-2013-2429,0,Environment,PROPN,NNP,nmod,pn,O
CVE-2013-2429,0,(,PUNCT,-LRB-,punct,O,O
CVE-2013-2429,0,JRE,PROPN,NNP,nmod,pn,pn
CVE-2013-2429,0,),PUNCT,-RRB-,punct,O,O
CVE-2013-2429,0,component,NOUN,NN,pobj,O,O
CVE-2013-2429,0,in,ADP,IN,prep,O,O
CVE-2013-2429,0,Oracle,PROPN,NNP,compound,O,O
CVE-2013-2429,0,Java,PROPN,NNP,compound,O,O
CVE-2013-2429,0,SE,PROPN,NNP,nmod,O,O
CVE-2013-2429,0,7,NUM,CD,nummod,vre,vre
CVE-2013-2429,0,Update,PROPN,NNP,pobj,update,update
CVE-2013-2429,0,17,NUM,CD,nummod,update,update
CVE-2013-2429,0,and,CCONJ,CC,cc,=,=
CVE-2013-2429,0,earlier,ADJ,JJR,conj,<,<
